row,snu1uid,statename,snu2,level4name,level5name,uid,uid_diff,psnuuid
221,i5hb4KFA5MW,Delta,Ika North East,Delta,de Ika North East,fSlbRfrxgBX,,fSlbRfrxgBX
222,W1EHlIiNm7L,Ekiti,Emure,Ekiti,ek Emure,LoolSVHi1Jq,,LoolSVHi1Jq
223,i5hb4KFA5MW,Delta,Isoko South,Delta,de Isoko South,X8NUW1sxr3s,,X8NUW1sxr3s
224,i5hb4KFA5MW,Delta,Ika South,Delta,de Ika South,Q7RlCFBv0PT,,Q7RlCFBv0PT
225,GBuVMaobpww,Ebonyi,Ezza South,Ebonyi,eb Ezza South,UHy5pRsQvje,,UHy5pRsQvje
226,GBuVMaobpww,Ebonyi,Ivo,Ebonyi,eb Ivo,k8q2pBQgUN8,,k8q2pBQgUN8
227,GBuVMaobpww,Ebonyi,Ezza North,Ebonyi,eb Ezza North,tIuMJ7BIDWY,,tIuMJ7BIDWY
228,GBuVMaobpww,Ebonyi,Ebonyi,Ebonyi,eb Ebonyi,oygNEfySnMl,1,J4yYjIqL7mG
229,GBuVMaobpww,Ebonyi,Ikwo,Ebonyi,eb Ikwo,MTm3lyt1uyA,,MTm3lyt1uyA
230,GBuVMaobpww,Ebonyi,Ishielu,Ebonyi,eb Ishielu,vPNckbEJmgJ,,vPNckbEJmgJ
231,GBuVMaobpww,Ebonyi,Ohaukwu,Ebonyi,eb Ohaukwu,IgQnoCiFkNF,,IgQnoCiFkNF
232,GBuVMaobpww,Ebonyi,Ohaozara,Ebonyi,eb Ohaozara,DUdIkrprTo5,,DUdIkrprTo5
233,GBuVMaobpww,Ebonyi,Izzi,Ebonyi,eb Izzi,I0BlgP4H1OY,,I0BlgP4H1OY
234,W1EHlIiNm7L,Ekiti,Ilejemeje,Ekiti,ek Ilejemeje,QeuyxdulDDC,,QeuyxdulDDC
235,GBuVMaobpww,Ebonyi,Abakaliki,Ebonyi,eb Abakaliki,EzsXkY9WARj,,EzsXkY9WARj
236,GBuVMaobpww,Ebonyi,Afikpo North,Ebonyi,eb Afikpo North,KN2TmcAVqzi,,KN2TmcAVqzi
237,GBuVMaobpww,Ebonyi,Afikpo South,Ebonyi,eb Afikpo South,ZrkJxE1QhrW,,ZrkJxE1QhrW
238,GBuVMaobpww,Ebonyi,Onicha,Ebonyi,eb Onicha,LVqMvb9kkzH,,LVqMvb9kkzH
239,gsAcqPGkabf,Edo,Ikpoba-Okha,Edo,ed Ikpoba-Okha,n6VEZ4pTBrX,,n6VEZ4pTBrX
240,gsAcqPGkabf,Edo,Etsako West,Edo,ed Etsako West,fYRobXvSy5e,,fYRobXvSy5e
241,gsAcqPGkabf,Edo,Etsako East,Edo,ed Etsako East ,GxvqAACzQY4,,GxvqAACzQY4
242,gsAcqPGkabf,Edo,Akoko-Edo,Edo,ed Akoko Edo,pQHIzaJsi8t,,pQHIzaJsi8t
243,gsAcqPGkabf,Edo,Esan South East,Edo,ed Esan South-East,MgiGNCxuQsJ,,MgiGNCxuQsJ
244,gsAcqPGkabf,Edo,Egor,Edo,ed Egor,NYHYee8uWfQ,,NYHYee8uWfQ
245,gsAcqPGkabf,Edo,Oredo,Edo,ed Oredo,WOZEZlUXOvg,,WOZEZlUXOvg
246,gsAcqPGkabf,Edo,Orhionmwon,Edo,ed Orhionmwon,qkLeWHFPNM6,,qkLeWHFPNM6
247,gsAcqPGkabf,Edo,Etsako Central,Edo,ed Etsako Central,p3BuvMLV3IA,,p3BuvMLV3IA
248,gsAcqPGkabf,Edo,Uhunmwonde,Edo,ed Uhunmwonde,cgWurQSVEBH,,cgWurQSVEBH
249,gsAcqPGkabf,Edo,Esan Central,Edo,ed Esan Central,lMKXLq9dXVW,,lMKXLq9dXVW
250,gsAcqPGkabf,Edo,Esan West,Edo,ed Esan West,vB0zMLI52Y0,,vB0zMLI52Y0
251,gsAcqPGkabf,Edo,Esan North East,Edo,ed Esan North-East,a661mTq8jD4,,a661mTq8jD4
252,gsAcqPGkabf,Edo,Owan West,Edo,ed Owan West,l5vfZdLFrQB,,l5vfZdLFrQB
253,gsAcqPGkabf,Edo,Igueben,Edo,ed Igueben,Ne0WWZQ8HJ5,,Ne0WWZQ8HJ5
254,gsAcqPGkabf,Edo,Owan East,Edo,ed Owan East,bCyBh5BKp0Q,,bCyBh5BKp0Q
255,W1EHlIiNm7L,Ekiti,Ekiti West,Ekiti,ek Ekiti West,WFsEvMCIS56,,WFsEvMCIS56
256,W1EHlIiNm7L,Ekiti,Gbonyin,Ekiti,ek Gbonyin,MtwzdW6p7T4,,MtwzdW6p7T4
257,gsAcqPGkabf,Edo,Ovia South West,Edo,ed Ovia South-West,c8v5QxYg2ce,,c8v5QxYg2ce
258,gsAcqPGkabf,Edo,Ovia North East,Edo,ed Ovia North East,X6OJDLsUnzI,,X6OJDLsUnzI
259,W1EHlIiNm7L,Ekiti,Oye,Ekiti,ek Oye,Ewz6HKTS15C,,Ewz6HKTS15C
260,W1EHlIiNm7L,Ekiti,Ikole,Ekiti,ek Ikole,n3F9ZEqPUtq,,n3F9ZEqPUtq
261,W1EHlIiNm7L,Ekiti,Ikere,Ekiti,ek Ikere,FLIkT6NShZE,,FLIkT6NShZE
262,W1EHlIiNm7L,Ekiti,Idosi-Osi,Ekiti,ek Ido-Osi,WCjxJ6kxKRS,,WCjxJ6kxKRS
263,W1EHlIiNm7L,Ekiti,Ijero,Ekiti,ek Ijero,GBgnruQv8ym,,GBgnruQv8ym
264,W1EHlIiNm7L,Ekiti,Ise/Orun,Ekiti,ek Ise-Orun,jeHlpPF831R,,jeHlpPF831R
265,W1EHlIiNm7L,Ekiti,Irepodun/Ifelodun,Ekiti,ek Irepodun-Ifelodun,ZoU6u0WrIM1,,ZoU6u0WrIM1
266,W1EHlIiNm7L,Ekiti,Ekiti South West,Ekiti,ek Ekiti South-West,gaRACh9QB6a,,gaRACh9QB6a
267,W1EHlIiNm7L,Ekiti,Efon,Ekiti,ek Efon,v6VKDsRhry2,,v6VKDsRhry2
268,yNTAsxa4JYC,Enugu,Isi-Uzo,Enugu,en Isiuzo,WihGaIxuEIs,,WihGaIxuEIs
269,yNTAsxa4JYC,Enugu,Enugu East,Enugu,en Enugu East,h61xiVptz4A,1,HlABmTwBpu6
270,yNTAsxa4JYC,Enugu,Udi,Enugu,en Udi,OY7K8rR5ukn,,OY7K8rR5ukn
271,yNTAsxa4JYC,Enugu,Igbo-Eze South,Enugu,en Igbo Eze South,WSdmE5ogw0T,,WSdmE5ogw0T
272,yNTAsxa4JYC,Enugu,Nsukka,Enugu,en Nsukka,ITdnyCiBvz7,,ITdnyCiBvz7
273,yNTAsxa4JYC,Enugu,Enugu North,Enugu,en Enugu North,pLAiWmFjn0V,,pLAiWmFjn0V
274,yNTAsxa4JYC,Enugu,Udenu,Enugu,en Udenu,Jw8aS21k2oW,,Jw8aS21k2oW
275,yNTAsxa4JYC,Enugu,Igbo-Eze North,Enugu,en Igbo Eze North,ai7N2iAo0JE,,ai7N2iAo0JE
276,yNTAsxa4JYC,Enugu,Aninri,Enugu,en Aninri,hu1xt1ogF4p,,hu1xt1ogF4p
277,yNTAsxa4JYC,Enugu,Igbo-Etiti,Enugu,en Igbo Etiti,XSjMKY9mf7k,,XSjMKY9mf7k
278,yNTAsxa4JYC,Enugu,Enugu South,Enugu,en Enugu South,HHDEeZbVEaw,1,HhCbsjlKoWA
279,yNTAsxa4JYC,Enugu,Ezeagu,Enugu,en Ezeagu,H3vPz5cLc8w,,H3vPz5cLc8w
280,yNTAsxa4JYC,Enugu,Uzo-Uwani,Enugu,en Uzo Uwani,os29wbUTQz7,,os29wbUTQz7
281,yNTAsxa4JYC,Enugu,Awgu,Enugu,en Awgu,j44sQg7jgxN,,j44sQg7jgxN
282,yNTAsxa4JYC,Enugu,Oji-River,Enugu,en Oji River,xu2XtcwkKms,,xu2XtcwkKms
283,yNTAsxa4JYC,Enugu,Nkanu East,Enugu,en Nkanu East,fEruEcd3780,,fEruEcd3780
284,yNTAsxa4JYC,Enugu,Nkanu West,Enugu,en Nkanu West,PWOBEq85BOf,,PWOBEq85BOf
285,rwV3sqg9IyH,"FCT, Abuja",Kwali,FCT,fc Kwali,sQbPVIKsxwT,,sQbPVIKsxwT
286,rwV3sqg9IyH,"FCT, Abuja",Abuja Municipal Area Council,FCT,fc Abuja Municipal Area Council,uosU9sINAPe,,uosU9sINAPe
287,rwV3sqg9IyH,"FCT, Abuja",Bwari,FCT,fc Bwari,JkmyrqDGshk,,JkmyrqDGshk
288,rwV3sqg9IyH,"FCT, Abuja",Abaji,FCT,fc Abaji,nX918whVxYP,,nX918whVxYP
289,rwV3sqg9IyH,"FCT, Abuja",Kuje,FCT,fc Kuje,qK6jo6jLIav,,qK6jo6jLIav
290,rwV3sqg9IyH,"FCT, Abuja",Gwagwalada,FCT,fc Gwagwalada,V91ICEXLeks,,V91ICEXLeks
291,XzSGf4ZxlR6,Gombe,Funakaye,Gombe,go Funakaye,ar43MQufI9v,,ar43MQufI9v
292,XzSGf4ZxlR6,Gombe,Akko,Gombe,go Akko,hQDiS6TSZdz,,hQDiS6TSZdz
293,XzSGf4ZxlR6,Gombe,Nafada,Gombe,go Nafada-Bajoga,fgDvaz58q64,,fgDvaz58q64
294,XzSGf4ZxlR6,Gombe,Shomgom,Gombe,go Shongom,gArfGStpgDM,,gArfGStpgDM
295,XzSGf4ZxlR6,Gombe,Balanga,Gombe,go Balanga,MMtwgHXDdXV,,MMtwgHXDdXV
296,XzSGf4ZxlR6,Gombe,Kwami,Gombe,go Kwami,ipw9D3TRP8p,,ipw9D3TRP8p
297,XzSGf4ZxlR6,Gombe,Kaltungo,Gombe,go Kaltungo,VFdjWHMxQJ7,,VFdjWHMxQJ7
298,XzSGf4ZxlR6,Gombe,Yamaltu/Deba,Gombe,go Yamaltu-Deba,Dz65VTZfbUd,,Dz65VTZfbUd
299,XzSGf4ZxlR6,Gombe,Dukku,Gombe,go Dukku,VQgRF8xzLJH,,VQgRF8xzLJH
300,XzSGf4ZxlR6,Gombe,Billiri,Gombe,go Billiri,NeOiTtsL5sa,,NeOiTtsL5sa
301,XzSGf4ZxlR6,Gombe,Gombe,Gombe,go Gombe,kbvQ8m0PGSU,,kbvQ8m0PGSU
302,xod2zGl32QR,Imo,Oguta,Imo,im Oguta,fIJ193PGC3L,,fIJ193PGC3L
303,xod2zGl32QR,Imo,Ideato South,Imo,im Ideato South,laM7jR9mtfj,,laM7jR9mtfj
304,xod2zGl32QR,Imo,Ideato North,Imo,im Ideato North,CRvHqQVBlD6,,CRvHqQVBlD6
305,xod2zGl32QR,Imo,Owerri west,Imo,im Owerri West,lx2r0T1GnaQ,,lx2r0T1GnaQ
306,xod2zGl32QR,Imo,Owerri North,Imo,im Owerri North,xmRjV3Gx1H6,1,FjiNyXde6Ae
307,xod2zGl32QR,Imo,Owerri-Municipal,Imo,im Owerri Municipal,mVuyipSx9aU,,mVuyipSx9aU
308,xod2zGl32QR,Imo,Ikeduru,Imo,im Ikeduru,JVBsHZWT7pB,,JVBsHZWT7pB
309,xod2zGl32QR,Imo,Oru West,Imo,im Oru West,GSZ1YWRPxPk,,GSZ1YWRPxPk
310,xod2zGl32QR,Imo,Njaba,Imo,im Njaba,qNzCWtO8dMh,,qNzCWtO8dMh
311,xod2zGl32QR,Imo,Nkwerre,Imo,im Nkwerre,iz3ehfkjBvm,,iz3ehfkjBvm
312,xod2zGl32QR,Imo,Ahiazu-Mbaise,Imo,im Ahiazu Mbaise,EyHfmrBzsuk,,EyHfmrBzsuk
313,xod2zGl32QR,Imo,Ohaji/Egbema,Imo,im Ohaji Egbema,k396XseVgOV,,k396XseVgOV
314,xod2zGl32QR,Imo,Mbaitoli,Imo,im Mbaitoli,GEwjVcMYoao,,GEwjVcMYoao
315,xod2zGl32QR,Imo,Okigwe,Imo,im Okigwe,Hl9Yfii9vCN,,Hl9Yfii9vCN
316,xod2zGl32QR,Imo,Ngor-Okpala,Imo,im Ngor Okpala,D47MUIzTapM,1,vpCKW3gWNhV
317,xod2zGl32QR,Imo,Ehime-Mbano,Imo,im Ehime Mbano,Ymb6umwsISK,,Ymb6umwsISK
318,xod2zGl32QR,Imo,Nwangele,Imo,im Nwangele,eUmxQeRPiBM,,eUmxQeRPiBM
319,xod2zGl32QR,Imo,Ihitte/Uboma,Imo,im Ihitte Uboma,V7JZ4QSddM4,,V7JZ4QSddM4
320,xod2zGl32QR,Imo,Ezinihitte,Imo,im Ezinihitte,IxeWi5YG9lE,1,dzjXm8e1cNs
321,xod2zGl32QR,Imo,Isu,Imo,im Isu,ZzZelaZBCYJ,,ZzZelaZBCYJ
322,xod2zGl32QR,Imo,Isiala Mbano,Imo,im Isiala Mbano,W0Bnlz2CdRD,,W0Bnlz2CdRD
323,xod2zGl32QR,Imo,Aboh-Mbaise,Imo,im Aboh Mbaise,QT7WqfzOT7X,,QT7WqfzOT7X
324,xod2zGl32QR,Imo,Obowo,Imo,im Obowo,VTczXNlh45U,,VTczXNlh45U
325,xod2zGl32QR,Imo,Orsu,Imo,im Orsu,jU19ZJn6TI8,,jU19ZJn6TI8
326,xod2zGl32QR,Imo,Oru East,Imo,im Oru East,FHkaaPwowJN,,FHkaaPwowJN
327,xod2zGl32QR,Imo,Orlu,Imo,im Orlu,MHK8b5HRHWg,,MHK8b5HRHWg
328,F8ealt899Lx,Jigawa,Kaugama,Jigawa,jg Kaugama,aS2udX8k7bI,,aS2udX8k7bI
329,F8ealt899Lx,Jigawa,Taura,Jigawa,jg Taura,aChfL7S45l8,,aChfL7S45l8
330,F8ealt899Lx,Jigawa,Sule Tankarkar,Jigawa,jg Sule Tankarkar,CJ1qAtITXnn,,CJ1qAtITXnn
331,F8ealt899Lx,Jigawa,Babura,Jigawa,jg Babura,J5F2X2qqq3L,,J5F2X2qqq3L
332,F8ealt899Lx,Jigawa,Guri,Jigawa,jg Guri,RgWOMoZpSj1,,RgWOMoZpSj1
333,F8ealt899Lx,Jigawa,Gumel,Jigawa,jg Gumel,ujfhm07rpYT,,ujfhm07rpYT
334,F8ealt899Lx,Jigawa,Kiri Kasama,Jigawa,jg Kiri Kasama,OPQ08mpFkNS,,OPQ08mpFkNS
335,F8ealt899Lx,Jigawa,Gwaram,Jigawa,jg Gwaram,WlY47shYnnr,,WlY47shYnnr
336,F8ealt899Lx,Jigawa,Gwiwa,Jigawa,jg Gwiwa,wrEDuANgaVk,,wrEDuANgaVk
337,F8ealt899Lx,Jigawa,Kazaure,Jigawa,jg Kazaure,WvxEjK4hxfo,,WvxEjK4hxfo
338,F8ealt899Lx,Jigawa,Hadejia,Jigawa,jg Hadejia,vPxA5Pt1JGZ,,vPxA5Pt1JGZ
339,F8ealt899Lx,Jigawa,Dutse,Jigawa,jg Dutse,obbfFvgh8Um,,obbfFvgh8Um
340,F8ealt899Lx,Jigawa,Auyo,Jigawa,jg Auyo,T4bC8V6Pxvf,,T4bC8V6Pxvf
341,F8ealt899Lx,Jigawa,Miga,Jigawa,jg Miga,eHuUs7BORtc,,eHuUs7BORtc
342,F8ealt899Lx,Jigawa,Roni,Jigawa,jg Roni,m2vUPXG3sSF,,m2vUPXG3sSF
343,F8ealt899Lx,Jigawa,Gagarawa,Jigawa,jg Gagarawa,JYp856h1BYV,,JYp856h1BYV
344,F8ealt899Lx,Jigawa,Malam Madori,Jigawa,jg Malam Madori,kWn84cyfCtm,,kWn84cyfCtm
345,F8ealt899Lx,Jigawa,Buji,Jigawa,jg Buji,SS3cAEgAw2T,,SS3cAEgAw2T
346,F8ealt899Lx,Jigawa,Yankwashi,Jigawa,jg Yankwashi,cFeHqZjzf5w,,cFeHqZjzf5w
347,F8ealt899Lx,Jigawa,Ringim,Jigawa,jg Ringim,f0TB3r61i5b,,f0TB3r61i5b
348,F8ealt899Lx,Jigawa,Biriniwa,Jigawa,jg Biriniwa,yFfZIhVPEO6,,yFfZIhVPEO6
349,F8ealt899Lx,Jigawa,Birnin Kudu,Jigawa,jg Birnin Kudu,ZpjKf61i2Uc,,ZpjKf61i2Uc
350,F8ealt899Lx,Jigawa,Maigatari,Jigawa,jg Maigatari,FuEmzawu1KF,,FuEmzawu1KF
351,F8ealt899Lx,Jigawa,Garki,Jigawa,jg Garki,xImwHFotapN,,xImwHFotapN
352,F8ealt899Lx,Jigawa,kiyawa,Jigawa,jg Kiyawa,ahLDLd3w2Xt,,ahLDLd3w2Xt
353,F8ealt899Lx,Jigawa,Jahun,Jigawa,jg Jahun,sW1EiA2DlI3,,sW1EiA2DlI3
354,F8ealt899Lx,Jigawa,Kafin Hausa,Jigawa,jg Kafin Hausa,algIunF3eLD,,algIunF3eLD
355,PSyoMabuxF4,Abia,Ohafia,Abia,ab Ohafia,pZTnyzppDlO,,pZTnyzppDlO
356,PSyoMabuxF4,Abia,Osisioma Ngwa,Abia,ab Osisioma Ngwa,L1aZjDe1sH1,,L1aZjDe1sH1
357,PSyoMabuxF4,Abia,Obi Ngwa,Abia,ab Obingwa,xQ0mrXizc76,,xQ0mrXizc76
358,PSyoMabuxF4,Abia,Umu-Nneochi,Abia,ab Umu Nneochi,hJwaMaptWAC,,hJwaMaptWAC
359,PSyoMabuxF4,Abia,Umuahia South,Abia,ab Umuahia South,sjaIPoRZPBo,,sjaIPoRZPBo
360,PSyoMabuxF4,Abia,Aba North,Abia,ab Aba North,BY7bSKwPjPJ,,BY7bSKwPjPJ
361,PSyoMabuxF4,Abia,Umuahia North,Abia,ab Umuahia North,Saab1FHVbPD,,Saab1FHVbPD
362,PSyoMabuxF4,Abia,Arochukwu,Abia,ab Arochukwu,utjfWYGFWf9,,utjfWYGFWf9
363,PSyoMabuxF4,Abia,Bende,Abia,ab Bende,hxL0g5v8Utk,,hxL0g5v8Utk
364,PSyoMabuxF4,Abia,Ukwa East,Abia,ab Ukwa East,rUPLBHykOK5,,rUPLBHykOK5
365,PSyoMabuxF4,Abia,Ugwunagbo,Abia,ab Ugwunagbo,WRdsg318pjK,,WRdsg318pjK
366,PSyoMabuxF4,Abia,Ukwa West,Abia,ab Ukwa West,JReXS37mwcG,,JReXS37mwcG
367,PSyoMabuxF4,Abia,Isiala-Ngwa North,Abia,ab Isiala-Ngwa North,GCY4ic15Vx9,,GCY4ic15Vx9
368,PSyoMabuxF4,Abia,Isiala-Ngwa South,Abia,ab Isiala-Ngwa South,SQAfXNZsq0o,,SQAfXNZsq0o
369,PSyoMabuxF4,Abia,Isuikwato,Abia,ab Isuikwuato,UcRhSWkBEBj,,UcRhSWkBEBj
370,PSyoMabuxF4,Abia,Aba South,Abia,ab Aba South,sneW3AzybWl,,sneW3AzybWl
371,PSyoMabuxF4,Abia,Ikwuano,Abia,ab Ikwuano,B313k9dIuCR,,B313k9dIuCR
372,J1P31dMvu7x,Kano,Tarauni,Kano,kn Tarauni,bEYcwtSvhR6,,bEYcwtSvhR6
373,J1P31dMvu7x,Kano,Takai,Kano,kn Takai,wOuof2XtCzo,,wOuof2XtCzo
374,J1P31dMvu7x,Kano,Garum Mallam,Kano,kn Garum Mallam,ObXsOXMfFKl,,ObXsOXMfFKl
375,J1P31dMvu7x,Kano,Ajingi,Kano,kn Ajingi,qScxHQJRXT2,,qScxHQJRXT2
376,J1P31dMvu7x,Kano,Rimin Gado,Kano,kn Rimin Gado,gXzbTBd3j3Y,,gXzbTBd3j3Y
377,J1P31dMvu7x,Kano,Garko,Kano,kn Garko,eszzmm9ElDQ,,eszzmm9ElDQ
378,J1P31dMvu7x,Kano,Gaya,Kano,kn Gaya,ytb5bLhe4XQ,,ytb5bLhe4XQ
379,J1P31dMvu7x,Kano,Tsanyawa,Kano,kn Tsanyawa,uzq1THfmxvH,,uzq1THfmxvH
380,J1P31dMvu7x,Kano,Bagwai,Kano,kn Bagwai,LQ07jvCf7L7,,LQ07jvCf7L7
381,J1P31dMvu7x,Kano,Gezawa,Kano,kn Gezawa,pK6V4j3qOzW,,pK6V4j3qOzW
382,J1P31dMvu7x,Kano,Sumaila,Kano,kn Sumaila,PEMshgXYnEs,,PEMshgXYnEs
383,J1P31dMvu7x,Kano,Gwale,Kano,kn Gwale,jdlsTHZtuOE,,jdlsTHZtuOE
384,J1P31dMvu7x,Kano,Shanono,Kano,kn Shanono,M6afPJHQb72,,M6afPJHQb72
385,J1P31dMvu7x,Kano,Rano,Kano,kn Rano,cH8gyiz4Kyy,,cH8gyiz4Kyy
386,J1P31dMvu7x,Kano,Tofa,Kano,kn Tofa,hAZCYOuJZBb,,hAZCYOuJZBb
387,J1P31dMvu7x,Kano,Gabasawa,Kano,kn Gabasawa,mHXT2rANtG6,,mHXT2rANtG6
388,J1P31dMvu7x,Kano,Gwarzo,Kano,kn Gwarzo,M7JgWP2RFy2,,M7JgWP2RFy2
389,J1P31dMvu7x,Kano,Ungogo,Kano,kn Ungogo,ULLI5OowYdm,,ULLI5OowYdm
390,J1P31dMvu7x,Kano,Warawa,Kano,kn Warawa,DHXag0phdG0,,DHXag0phdG0
391,J1P31dMvu7x,Kano,Bichi,Kano,kn Bichi,Ndb1V96smxI,,Ndb1V96smxI
392,J1P31dMvu7x,Kano,Doguwa,Kano,kn Doguwa,bFp5n4wtPuS,,bFp5n4wtPuS
393,J1P31dMvu7x,Kano,Dawakin Tofa,Kano,kn Dawakin Tofa,lxaYSoNWlnj,,lxaYSoNWlnj
394,J1P31dMvu7x,Kano,Dawakin Kudu,Kano,kn Dawakin Kudu,QuSjorQMTIB,,QuSjorQMTIB
395,J1P31dMvu7x,Kano,Dambatta,Kano,kn Dambatta,qJxw5bx87ef,,qJxw5bx87ef
396,J1P31dMvu7x,Kano,Dala,Kano,kn Dala,i39m25bqb6I,,i39m25bqb6I
397,J1P31dMvu7x,Kano,Bebeji,Kano,kn Bebeji,TRlSNplN5Jg,,TRlSNplN5Jg
398,J1P31dMvu7x,Kano,Kabo,Kano,kn Kabo,rHIUe15ZV19,,rHIUe15ZV19
399,J1P31dMvu7x,Kano,Wudil,Kano,kn Wudil,vDDwD4zbB1o,,vDDwD4zbB1o
400,J1P31dMvu7x,Kano,Bunkure,Kano,kn Bunkure,e3D11bIhjMM,,e3D11bIhjMM
401,J1P31dMvu7x,Kano,Tudun Wada,Kano,kn Tudun Wada,zsRdNJpmNeE,,zsRdNJpmNeE
402,J1P31dMvu7x,Kano,Fagge,Kano,kn Fagge,WdewJdiYf0U,,WdewJdiYf0U
403,J1P31dMvu7x,Kano,Rogo,Kano,kn Rogo,QH3Meqh4VJQ,,QH3Meqh4VJQ
404,J1P31dMvu7x,Kano,Kibiya,Kano,kn Kibiya,jWZPRJUEiFJ,,jWZPRJUEiFJ
405,J1P31dMvu7x,Kano,Kiru,Kano,kn Kiru,npR1mmZD3MR,,npR1mmZD3MR
406,J1P31dMvu7x,Kano,Kura,Kano,kn Kura,IkjqwHIYoJZ,,IkjqwHIYoJZ
407,J1P31dMvu7x,Kano,Madobi,Kano,kn Madobi,itgq4MoNDVI,,itgq4MoNDVI
408,J1P31dMvu7x,Kano,Nasarawa,Kano,kn Nasarawa,u813QHCYeuq,,u813QHCYeuq
409,J1P31dMvu7x,Kano,Albasu,Kano,kn Albasu,WPpXY9AvyHg,,WPpXY9AvyHg
410,J1P31dMvu7x,Kano,Makoda,Kano,kn Makoda,RMEbH3T3o0l,,RMEbH3T3o0l
411,J1P31dMvu7x,Kano,Minjibir,Kano,kn Minjibir,o1OVapsXXrH,,o1OVapsXXrH
412,J1P31dMvu7x,Kano,Karaye,Kano,kn Karaye,PHt2f7SlMsk,,PHt2f7SlMsk
413,J1P31dMvu7x,Kano,Kunchi,Kano,kn Kunchi,I2rGvpGOy25,,I2rGvpGOy25
414,J1P31dMvu7x,Kano,Kano Municipal,Kano,kn Kano Municipal,sD1YPwvBkpv,,sD1YPwvBkpv
415,J1P31dMvu7x,Kano,Kumbotso,Kano,kn Kumbotso,pdPUuTMC9Y9,,pdPUuTMC9Y9
416,EuopELCVYdk,Katsina,Jibia,Katsina,kt Jibia,tiBbmPwovlH,,tiBbmPwovlH
417,EuopELCVYdk,Katsina,Ingawa,Katsina,kt Ingawa,clxrlIljUkQ,,clxrlIljUkQ
418,EuopELCVYdk,Katsina,kaita,Katsina,kt kaita,Mq9Y1QEWTTf,,Mq9Y1QEWTTf
419,EuopELCVYdk,Katsina,Kafur,Katsina,kt Kafur,UbrsWhXj70k,,UbrsWhXj70k
420,EuopELCVYdk,Katsina,Kankara,Katsina,kt Kankara,Oc78WrIzv4O,,Oc78WrIzv4O
421,EuopELCVYdk,Katsina,Kankia,Katsina,kt Kankia,WeHFx8CmMqV,,WeHFx8CmMqV
422,EuopELCVYdk,Katsina,Katsina,Katsina,kt Katsina,XDgdj9Pdsiq,,XDgdj9Pdsiq
423,EuopELCVYdk,Katsina,Rimi,Katsina,kt Rimi,KX6WxCBO8sd,,KX6WxCBO8sd
424,WXvWYq7i2Az,Zamfara,Tsafe,Zamfara,za Tsafe,t07Wu4dK2Se,,t07Wu4dK2Se
425,EuopELCVYdk,Katsina,Sabuwa,Katsina,kt Sabuwa,P5LcMSudkwP,,P5LcMSudkwP
426,MLdHgMQUM3y,Oyo,Lagelu,Oyo,oy Lagelu,sjFUh2vg03X,,sjFUh2vg03X
427,EuopELCVYdk,Katsina,Faskari,Katsina,kt Faskari,AUZAz1oqQ7F,,AUZAz1oqQ7F
428,EuopELCVYdk,Katsina,Safana,Katsina,kt Safana,smhArjDWLuv,,smhArjDWLuv
429,EuopELCVYdk,Katsina,Mai?ó?Ç?Öadua,Katsina,kt Mai'Adua,jHgdqXImWVH,,jHgdqXImWVH
430,EuopELCVYdk,Katsina,Mani,Katsina,kt Mani,AmRHP7t5r7s,,AmRHP7t5r7s
431,EuopELCVYdk,Katsina,Musawa,Katsina,kt Musawa,A8BaTswwST4,,A8BaTswwST4
432,EuopELCVYdk,Katsina,Sandamu,Katsina,kt Sandamu,F8RVAawTj3q,,F8RVAawTj3q
433,EuopELCVYdk,Katsina,Batagarawa,Katsina,kt Batagarawa,dURSfL69IMw,,dURSfL69IMw
434,EuopELCVYdk,Katsina,Bindawa,Katsina,kt Bindawa,dutkWvnYS9i,,dutkWvnYS9i
435,EuopELCVYdk,Katsina,Batsari,Katsina,kt Batsari,duzPZ6Bukjf,,duzPZ6Bukjf
436,EuopELCVYdk,Katsina,Dutsin-Ma,Katsina,kt Dutsin-Ma,PwTVkZPuTDA,,PwTVkZPuTDA
437,EuopELCVYdk,Katsina,Daura,Katsina,kt Daura,QGI0cnzjZIP,,QGI0cnzjZIP
438,MLdHgMQUM3y,Oyo,Ibadan North East,Oyo,oy Ibadan North-East,dFj2ILZVfUi,,dFj2ILZVfUi
439,EuopELCVYdk,Katsina,Kusada,Katsina,kt Kusada,ACvgKttmG58,,ACvgKttmG58
440,EuopELCVYdk,Katsina,Bakori,Katsina,kt Bakori,E7bvNe8kEF0,,E7bvNe8kEF0
441,EuopELCVYdk,Katsina,Zango,Katsina,kt Zango,cSqqluzYmPt,,cSqqluzYmPt
442,EuopELCVYdk,Katsina,Danja,Katsina,kt Danja,GbrZHS1OjjD,,GbrZHS1OjjD
443,EuopELCVYdk,Katsina,Funtua,Katsina,kt Funtua,uYJi1Sc1OlZ,,uYJi1Sc1OlZ
444,EuopELCVYdk,Katsina,Malumfashi,Katsina,kt Malumfashi,b3NvwiCilSH,,b3NvwiCilSH
445,EuopELCVYdk,Katsina,Dandume,Katsina,kt Dandume,O3zSmYC7dRp,,O3zSmYC7dRp
446,EuopELCVYdk,Katsina,Dan Musa,Katsina,kt Dan Musa,H3TXFP8cHtr,,H3TXFP8cHtr
447,EuopELCVYdk,Katsina,Baure,Katsina,kt Baure,eDBqlezxH0a,,eDBqlezxH0a
