row,snu1uid,statename,snu2,level4name,level5name,uid,uid_diff,psnuuid
448,EuopELCVYdk,Katsina,Matazu,Katsina,kt Matazu,gp5qHsPu52e,,gp5qHsPu52e
449,EuopELCVYdk,Katsina,Mashi,Katsina,kt Mashi,CxUtCqUjMHr,,CxUtCqUjMHr
450,EuopELCVYdk,Katsina,Dutsi,Katsina,kt Dutsi,oZK7wQ8AS05,,oZK7wQ8AS05
451,SSqrxMy7RHB,Rivers,Tai,Rivers,ri Tai ,tFy20OB0Wyw,,tFy20OB0Wyw
452,EuopELCVYdk,Katsina,Charanchi,Katsina,kt Charanchi,aoi69JaAW3P,,aoi69JaAW3P
453,EuopELCVYdk,Katsina,Kurfi,Katsina,kt Kurfi,Lge2fmokEKv,,Lge2fmokEKv
454,LaLcSZWEEMv,Kebbi,Argungu,Kebbi,ke Argungu,bhS2NNwWzkb,,bhS2NNwWzkb
455,LaLcSZWEEMv,Kebbi,Suru,Kebbi,ke Suru,NpxFn7xBbot,,NpxFn7xBbot
456,LaLcSZWEEMv,Kebbi,Koko/Besse,Kebbi,ke Koko Besse,XyOr2mBaTzz,,XyOr2mBaTzz
457,LaLcSZWEEMv,Kebbi,Sakaba,Kebbi,ke Sakaba,udN1v10a2tK,,udN1v10a2tK
458,LaLcSZWEEMv,Kebbi,Augie,Kebbi,ke Augie,HQHZPaPqaMC,,HQHZPaPqaMC
459,LaLcSZWEEMv,Kebbi,Shanga,Kebbi,ke Shanga,oy7nF3sX05H,,oy7nF3sX05H
460,LaLcSZWEEMv,Kebbi,Gwandu,Kebbi,ke Gwandu,Jp7qmiWQpke,,Jp7qmiWQpke
461,X1YSuZzQAP8,Lagos,Alimosho,Lagos,la Alimosho,AUIjfqeZEFH,,AUIjfqeZEFH
462,LaLcSZWEEMv,Kebbi,Wasagu/Danko,Kebbi,ke Wasagu/Danko,jcUO5qAgLQd,,jcUO5qAgLQd
463,LaLcSZWEEMv,Kebbi,Bagudo,Kebbi,ke Bagudo,Zelc7Ij8pQq,,Zelc7Ij8pQq
464,LaLcSZWEEMv,Kebbi,Jega,Kebbi,ke Jega,g0DDonzdUA9,,g0DDonzdUA9
465,LaLcSZWEEMv,Kebbi,Fakai,Kebbi,ke Fakai,PK80KRcgF8c,,PK80KRcgF8c
466,LaLcSZWEEMv,Kebbi,Dandi,Kebbi,ke Dandi,nnmWMcj4mCA,,nnmWMcj4mCA
467,LaLcSZWEEMv,Kebbi,Ngaski,Kebbi,ke Ngaski,GoyPAqsi8hE,,GoyPAqsi8hE
468,LaLcSZWEEMv,Kebbi,Kalgo,Kebbi,ke Kalgo,A6bbzR080Zg,,A6bbzR080Zg
469,LaLcSZWEEMv,Kebbi,Arewa-Dandi,Kebbi,ke Arewa-Dandi,cyhHIcJZjHi,,cyhHIcJZjHi
470,LaLcSZWEEMv,Kebbi,Birnin Kebbi,Kebbi,ke Birnin Kebbi,yY15GJ9MSfL,,yY15GJ9MSfL
471,LaLcSZWEEMv,Kebbi,Zuru,Kebbi,ke Zuru ,O4lKV4nabSL,,O4lKV4nabSL
472,LaLcSZWEEMv,Kebbi,Bunza,Kebbi,ke Bunza,FNMrAWtZWQ4,,FNMrAWtZWQ4
473,LaLcSZWEEMv,Kebbi,Yauri,Kebbi,ke Yauri,R81UH1R1lTl,,R81UH1R1lTl
474,LaLcSZWEEMv,Kebbi,Maiyama,Kebbi,ke Maiyama,dHqBHka5u3Y,,dHqBHka5u3Y
475,LaLcSZWEEMv,Kebbi,Aleiro,Kebbi,ke Aleiro,BZ0DpSTBjIr,,BZ0DpSTBjIr
476,G22rHB3F3Ew,Kogi,Idah,Kogi,ko Idah,xwBUYtnRhqv,,xwBUYtnRhqv
477,G22rHB3F3Ew,Kogi,Ankpa,Kogi,ko Ankpa,logPshzwZGg,,logPshzwZGg
478,G22rHB3F3Ew,Kogi,Ijumu,Kogi,ko Ijumu,JdodeJT1030,,JdodeJT1030
479,X1YSuZzQAP8,Lagos,Ikeja,Lagos,la Ikeja,u8skYaLV6QF,,u8skYaLV6QF
480,G22rHB3F3Ew,Kogi,Bassa,Kogi,ko Bassa,merMznnVwIA,,merMznnVwIA
481,G22rHB3F3Ew,Kogi,Kabba/Bunu,Kogi,ko Kabba Bunu,LRXpCvMxrYU,,LRXpCvMxrYU
482,G22rHB3F3Ew,Kogi,Dekina,Kogi,ko Dekina,OQ5fZjjCoDR,,OQ5fZjjCoDR
483,G22rHB3F3Ew,Kogi,Igalamela-Odolu,Kogi,ko Igalamela-Odolu,spxEj5Dlg70,,spxEj5Dlg70
484,G22rHB3F3Ew,Kogi,Lokoja,Kogi,ko Lokoja,D4zacvYxq0b,,D4zacvYxq0b
485,G22rHB3F3Ew,Kogi,Ibaji,Kogi,ko Ibaji,cNr80ZanaDp,,cNr80ZanaDp
486,G22rHB3F3Ew,Kogi,Kogi,Kogi,ko Kogi,XKv4TrYPA47,,XKv4TrYPA47
487,X1YSuZzQAP8,Lagos,Kosofe,Lagos,la Kosofe,fQ6LC2LWI8S,,fQ6LC2LWI8S
488,G22rHB3F3Ew,Kogi,Ajaokuta,Kogi,ko Ajaokuta,xJy5KJJn8gz,,xJy5KJJn8gz
489,G22rHB3F3Ew,Kogi,Yagba West,Kogi,ko Yagba West,BvUDTXGnj8s,,BvUDTXGnj8s
490,G22rHB3F3Ew,Kogi,Yagba East,Kogi,ko Yagba East,wYSTfYinFO7,,wYSTfYinFO7
491,G22rHB3F3Ew,Kogi,Mopa-Muro,Kogi,ko Mopa-Muro,CdZWAGT8Qes,,CdZWAGT8Qes
492,G22rHB3F3Ew,Kogi,Ogori/Magongo,Kogi,ko Ogori-Magongo,cMvadwiBado,,cMvadwiBado
493,G22rHB3F3Ew,Kogi,Ofu,Kogi,ko Ofu,MvoR4rmtllj,,MvoR4rmtllj
494,G22rHB3F3Ew,Kogi,Okene,Kogi,ko Okene,WKSMZvuda1v,,WKSMZvuda1v
495,G22rHB3F3Ew,Kogi,Olamabolo,Kogi,ko Olamaboro,Re4VU7MrOUM,,Re4VU7MrOUM
496,G22rHB3F3Ew,Kogi,Okehi,Kogi,ko Okehi,ROj1N52eCYd,,ROj1N52eCYd
497,G22rHB3F3Ew,Kogi,Omala,Kogi,ko Omala,deDUnu6PVkl,,deDUnu6PVkl
498,G22rHB3F3Ew,Kogi,Adavi,Kogi,ko Adavi,WK5gDvZgOD6,,WK5gDvZgOD6
499,DB9jvKNvPXU,Kwara,Irepodun,Kwara,kw Irepodun,BxzOTRISQFy,,BxzOTRISQFy
500,DB9jvKNvPXU,Kwara,Ilorin west,Kwara,kw Ilorin West,IhUKbniSTiQ,,IhUKbniSTiQ
501,DB9jvKNvPXU,Kwara,Oke-Ero,Kwara,kw Oke-Ero,P4AJqqADkFr,,P4AJqqADkFr
502,DB9jvKNvPXU,Kwara,Pategi,Kwara,kw Patigi ,DZdOPZ0KKX8,,DZdOPZ0KKX8
503,DB9jvKNvPXU,Kwara,Offa,Kwara,kw Offa,syjevgeVeYf,,syjevgeVeYf
504,DB9jvKNvPXU,Kwara,Ekiti,Kwara,kw Ekiti,sEvO47HfVfV,,sEvO47HfVfV
505,DB9jvKNvPXU,Kwara,Kaiama,Kwara,kw Kaiama,HOgqXpFfAgJ,,HOgqXpFfAgJ
506,DB9jvKNvPXU,Kwara,Ifelodun,Kwara,kw Ifelodun,V9SCtrA3Uh5,,V9SCtrA3Uh5
507,X1YSuZzQAP8,Lagos,Amuwo-Odofin,Lagos,la Amuwo-Odofin,HOJVVYgS5vV,,HOJVVYgS5vV
508,DB9jvKNvPXU,Kwara,Edu,Kwara,kw Edu,VrDETBStvFP,,VrDETBStvFP
509,DB9jvKNvPXU,Kwara,Asa,Kwara,kw Asa,E1WP6qD8CZm,,E1WP6qD8CZm
510,DB9jvKNvPXU,Kwara,Isin,Kwara,kw Isin,JrlQdGeVnSa,,JrlQdGeVnSa
511,DB9jvKNvPXU,Kwara,Baruten,Kwara,kw Baruten,AYikj7W0R0w,,AYikj7W0R0w
512,DB9jvKNvPXU,Kwara,Moro,Kwara,kw Moro,P9k9CPeUisR,,P9k9CPeUisR
513,DB9jvKNvPXU,Kwara,Ilorin East,Kwara,kw Ilorin East,FxENiNIpifl,,FxENiNIpifl
514,DB9jvKNvPXU,Kwara,Oyun,Kwara,kw Oyun,FT85lF1kbUI,,FT85lF1kbUI
515,DB9jvKNvPXU,Kwara,Ilorin South,Kwara,kw Ilorin South,L589JlvsLup,,L589JlvsLup
516,X1YSuZzQAP8,Lagos,Lagos Mainland,Lagos,la Lagos Mainland,ghorQdinizS,,ghorQdinizS
517,X1YSuZzQAP8,Lagos,Lagos Island,Lagos,la Lagos Island,ZpDPMnrCgAN,,ZpDPMnrCgAN
518,X1YSuZzQAP8,Lagos,Eti-Osa,Lagos,la Eti-Osa,VHITI10xoZc,,VHITI10xoZc
519,X1YSuZzQAP8,Lagos,Apapa,Lagos,la Apapa,dAeoz9ttxAz,,dAeoz9ttxAz
520,X1YSuZzQAP8,Lagos,Ojo,Lagos,la Ojo,b1Z9Yv3VcVr,,b1Z9Yv3VcVr
521,X1YSuZzQAP8,Lagos,Mushin,Lagos,la Mushin,DvkBcDk4DRQ,,DvkBcDk4DRQ
522,X1YSuZzQAP8,Lagos,Ibeju/Lekki,Lagos,la Ibeju-Lekki,ISi4PDO97U5,,ISi4PDO97U5
523,X1YSuZzQAP8,Lagos,Oshodi-Isolo,Lagos,la Oshodi-Isolo,lJkmYJB9kHr,,lJkmYJB9kHr
524,X1YSuZzQAP8,Lagos,Agege,Lagos,la Agege,OycwDoCnlAB,,OycwDoCnlAB
525,X1YSuZzQAP8,Lagos,Ikorodu,Lagos,la Ikorodu,HjGwmHbL0Y4,,HjGwmHbL0Y4
526,X1YSuZzQAP8,Lagos,Ifako-Ijaye,Lagos,la Ifako-Ijaiye,sSg7pUov51f,,sSg7pUov51f
527,X1YSuZzQAP8,Lagos,Epe,Lagos,la Epe,uzCT1lOZhL5,,uzCT1lOZhL5
528,X1YSuZzQAP8,Lagos,Surulere,Lagos,la Surulere,wHyFh9VVK2m,,wHyFh9VVK2m
529,X1YSuZzQAP8,Lagos,Shomolu,Lagos,la Shomolu,MxHHoeHUJ4J,,MxHHoeHUJ4J
530,X1YSuZzQAP8,Lagos,Ajeromi-Ifelodun,Lagos,la Ajeromi-Ifelodun,tkA4PRXk0W7,,tkA4PRXk0W7
531,JPR7FWvI4Jq,Ogun,Odogbolu,Ogun,og Odogbolu,UHsCCQQ8HOl,,UHsCCQQ8HOl
532,ek80rI6DFKt,Nasarawa,Nasarawa Egon,Nasarawa,na Nasarawa Eggon,MZ2jaWNX1Oq,,MZ2jaWNX1Oq
533,ek80rI6DFKt,Nasarawa,Nasarawa,Nasarawa,na Nasarawa,PM4sFTtfJQa,,PM4sFTtfJQa
534,ek80rI6DFKt,Nasarawa,Keana,Nasarawa,na Keana,IbcfQbdZNdC,,IbcfQbdZNdC
535,ek80rI6DFKt,Nasarawa,Kokona,Nasarawa,na Kokona,JBqBHvcmICE,,JBqBHvcmICE
536,ek80rI6DFKt,Nasarawa,Toto,Nasarawa,na Toto,rQBtRTixEgZ,,rQBtRTixEgZ
537,ek80rI6DFKt,Nasarawa,Doma,Nasarawa,na Doma,tGdZvabgJw6,,tGdZvabgJw6
538,ek80rI6DFKt,Nasarawa,Karu,Nasarawa,na Karu,EusV10zkN3t,,EusV10zkN3t
539,ek80rI6DFKt,Nasarawa,Wamba,Nasarawa,na Wamba,ldTia6dCApK,,ldTia6dCApK
540,ek80rI6DFKt,Nasarawa,Obi,Nasarawa,na Obi,ljMQwl1DOCb,,ljMQwl1DOCb
541,ek80rI6DFKt,Nasarawa,Akwanga,Nasarawa,na Akwanga,tKAh5zuMYhT,,tKAh5zuMYhT
542,ek80rI6DFKt,Nasarawa,Awe,Nasarawa,na Awe,K17UuwVu7Jf,,K17UuwVu7Jf
543,ek80rI6DFKt,Nasarawa,Keffi,Nasarawa,na Keffi,gZ8SPQ2CKQG,,gZ8SPQ2CKQG
544,ek80rI6DFKt,Nasarawa,Lafia,Nasarawa,na Lafia,TMbbzVpDDad,,TMbbzVpDDad
545,mWutl8clHfY,Niger,Kontagora,Niger,ni Kontagora ,J3K9h8I4IBV,,J3K9h8I4IBV
546,mWutl8clHfY,Niger,Gurara,Niger,ni Gurara,nuDn0S9i6sk,,nuDn0S9i6sk
547,mWutl8clHfY,Niger,Tafa,Niger,ni Tafa,WJ7Ba8U4Yoq,,WJ7Ba8U4Yoq
548,mWutl8clHfY,Niger,Suleja,Niger,ni Suleja,M7plide67qX,,M7plide67qX
549,mWutl8clHfY,Niger,Bida,Niger,ni Bida,bT2GvywtrWr,,bT2GvywtrWr
550,JPR7FWvI4Jq,Ogun,Abeokuta south,Ogun,og Abeokuta South,DGsvApy6NF9,,DGsvApy6NF9
551,mWutl8clHfY,Niger,Mokwa,Niger,ni Mokwa,NhVur1uOseT,,NhVur1uOseT
552,mWutl8clHfY,Niger,Magama,Niger,ni Magama,kuQXJAjDaCJ,,kuQXJAjDaCJ
553,mWutl8clHfY,Niger,Katcha,Niger,ni Katcha,UpkhGdjtFUs,,UpkhGdjtFUs
554,mWutl8clHfY,Niger,Muya,Niger,ni Muya,HTynaak9XDD,,HTynaak9XDD
555,mWutl8clHfY,Niger,Agwara,Niger,ni Agwara,Hv2MoShsZw0,,Hv2MoShsZw0
556,mWutl8clHfY,Niger,Edati,Niger,ni Edati,UznsLpQC71p,,UznsLpQC71p
557,mWutl8clHfY,Niger,Paikoro,Niger,ni Paikoro,Fq5ztsHKN20,,Fq5ztsHKN20
558,mWutl8clHfY,Niger,Gbako,Niger,ni Gbako,JBG1Q6nxI90,,JBG1Q6nxI90
559,mWutl8clHfY,Niger,Agaie,Niger,ni Agaie,lPbWOmkCL2b,,lPbWOmkCL2b
560,mWutl8clHfY,Niger,Shiroro,Niger,ni Shiroro,c4BzVjGvVi8,,c4BzVjGvVi8
561,mWutl8clHfY,Niger,Rijau,Niger,ni Rijau,SbFrewIebN4,,SbFrewIebN4
562,mWutl8clHfY,Niger,Bosso,Niger,ni Bosso,rWxhYYc4CUd,,rWxhYYc4CUd
563,mWutl8clHfY,Niger,Wushishi,Niger,ni Wushishi,xqcqxtydENu,,xqcqxtydENu
564,mWutl8clHfY,Niger,Borgu,Niger,ni Borgu,n1p57xvZS27,,n1p57xvZS27
565,mWutl8clHfY,Niger,Chanchaga,Niger,ni Chanchaga,zDW6C2cJ9zt,,zDW6C2cJ9zt
566,JPR7FWvI4Jq,Ogun,Remo North,Ogun,og Remo North,xvaHIN4Xroj,,xvaHIN4Xroj
567,JPR7FWvI4Jq,Ogun,Egbado South,Ogun,og Yewa South,ewh51nY512W,,ewh51nY512W
568,mWutl8clHfY,Niger,Mariga,Niger,ni Mariga,KeCUS5x3EgL,,KeCUS5x3EgL
569,mWutl8clHfY,Niger,Rafi,Niger,ni Rafi,GMnfyPIKHxo,,GMnfyPIKHxo
570,mWutl8clHfY,Niger,Lavun,Niger,ni Lavun,idG1XlGCMTq,,idG1XlGCMTq
571,mWutl8clHfY,Niger,Lapai,Niger,ni Lapai,JP7S5oKBlf2,,JP7S5oKBlf2
572,mWutl8clHfY,Niger,Mashegu,Niger,ni Mashegu,YRqSIEu2EBe,,YRqSIEu2EBe
573,JPR7FWvI4Jq,Ogun,Ewekoro,Ogun,og Ewekoro,D19ydhlaHnt,,D19ydhlaHnt
574,JPR7FWvI4Jq,Ogun,Abeokuta north,Ogun,og Abeokuta North,ac13I392HZi,,ac13I392HZi
575,JPR7FWvI4Jq,Ogun,Odeda,Ogun,og Odeda,NWkcNnhkkZr,,NWkcNnhkkZr
576,JPR7FWvI4Jq,Ogun,Ado-Odo/Ota,Ogun,og Ado-Odo Ota,ZF2mGWrqp1t,,ZF2mGWrqp1t
577,JPR7FWvI4Jq,Ogun,Ogun waterside,Ogun,og Ogun Waterside,sXqBQgQKqQj,,sXqBQgQKqQj
578,JPR7FWvI4Jq,Ogun,Obafemi-Owode,Ogun,og Obafemi-Owode,Li453nnViez,,Li453nnViez
579,JPR7FWvI4Jq,Ogun,Ipokia,Ogun,og Ipokia,D6rivmJFt33,,D6rivmJFt33
580,JPR7FWvI4Jq,Ogun,Shagamu,Ogun,og Sagamu,cx0xFi6L7Fp,,cx0xFi6L7Fp
581,JPR7FWvI4Jq,Ogun,Imeko-Afon,Ogun,og Imeko-Afon,mvsGm4vAS0k,,mvsGm4vAS0k
582,JPR7FWvI4Jq,Ogun,Ijebu North East,Ogun,og Ijebu North-East,jUV75YrmoXh,,jUV75YrmoXh
583,JPR7FWvI4Jq,Ogun,Ijebu ode,Ogun,og Ijebu Ode,pYomDDNQ6hO,,pYomDDNQ6hO
584,JPR7FWvI4Jq,Ogun,Ijebu North,Ogun,og Ijebu North,MFGZuaAykM3,,MFGZuaAykM3
585,JPR7FWvI4Jq,Ogun,Ijebu East,Ogun,og Ijebu East,vDdqmCWm4Ca,,vDdqmCWm4Ca
586,JPR7FWvI4Jq,Ogun,Ifo,Ogun,og Ifo,Ln5bTDtGDif,,Ln5bTDtGDif
587,H7zZFfHCS3p,Ondo,Owo,Ondo,on Owo,yQa2xS9x96u,,yQa2xS9x96u
588,H7zZFfHCS3p,Ondo,Irele,Ondo,on Irele,AZsdgJCaQWl,,AZsdgJCaQWl
589,H7zZFfHCS3p,Ondo,Ondo west,Ondo,on Ondo West,GAGxDMx8uvm,,GAGxDMx8uvm
590,H7zZFfHCS3p,Ondo,Okitipupa,Ondo,on Okitipupa,cealFXAKL2I,,cealFXAKL2I
591,H7zZFfHCS3p,Ondo,Odigbo,Ondo,on Odigbo,dZRlykTqZhw,,dZRlykTqZhw
592,H7zZFfHCS3p,Ondo,Ile-Oluji-Okeigbo,Ondo,on Ile Oluji Okeigbo,O65wXRg0Ic3,,O65wXRg0Ic3
593,eGalRf62pxe,Osun,Odo-Otin,Osun,os Odo-Otin,GjyQSlHTYcS,,GjyQSlHTYcS
594,H7zZFfHCS3p,Ondo,Ilaje,Ondo,on Ilaje,nxPuG6XnkxA,,nxPuG6XnkxA
595,H7zZFfHCS3p,Ondo,Ifedore,Ondo,on Ifedore,Vx6DDE2P1e8,,Vx6DDE2P1e8
596,H7zZFfHCS3p,Ondo,Akoko North West,Ondo,on Akoko North West,a1YObf4CR93,,a1YObf4CR93
597,H7zZFfHCS3p,Ondo,Idanre,Ondo,on Idanre,InBkYWArQFT,,InBkYWArQFT
598,H7zZFfHCS3p,Ondo,Akoko South East,Ondo,on Akoko South East,SiZyocWf5kz,,SiZyocWf5kz
599,H7zZFfHCS3p,Ondo,Akure North,Ondo,on Akure North,oV6tlXANpkd,,oV6tlXANpkd
600,H7zZFfHCS3p,Ondo,Akoko North East,Ondo,on Akoko North East,PJ710HPntzX,,PJ710HPntzX
601,H7zZFfHCS3p,Ondo,Ose,Ondo,on Ose,WLQLVZAd77i,,WLQLVZAd77i
602,H7zZFfHCS3p,Ondo,Ondo East,Ondo,on Ondo East,xvPzCr7ZYEE,,xvPzCr7ZYEE
603,H7zZFfHCS3p,Ondo,Akure South,Ondo,on Akure South,FpADQG6JcC5,,FpADQG6JcC5
604,H7zZFfHCS3p,Ondo,Ese-Odo,Ondo,on Ese-Odo,GeeOYDsTZJU,,GeeOYDsTZJU
605,H7zZFfHCS3p,Ondo,Akoko South West,Ondo,on Akoko South West,LM0SzUjIbAE,,LM0SzUjIbAE
606,eGalRf62pxe,Osun,Obokun,Osun,os Obokun,dbhjolBPkSA,,dbhjolBPkSA
607,eGalRf62pxe,Osun,Isokan,Osun,os Isokan,rhg7o351Ogx,,rhg7o351Ogx
608,eGalRf62pxe,Osun,Irepodun,Osun,os Irepodun,Xzs7E1b7S5U,,Xzs7E1b7S5U
609,eGalRf62pxe,Osun,Ilesha West,Osun,os Ilesha West,K3QRzs0XJAw,,K3QRzs0XJAw
610,eGalRf62pxe,Osun,Ola-Oluwa,Osun,os Ola-Oluwa,c9h9bKztIqJ,,c9h9bKztIqJ
611,eGalRf62pxe,Osun,Atakunmosa West,Osun,os Atakunmosa West,DWAW5pcNEL2,,DWAW5pcNEL2
612,eGalRf62pxe,Osun,Oriade,Osun,os Oriade,CNt1ZK0RFeB,,CNt1ZK0RFeB
613,eGalRf62pxe,Osun,Olorunda,Osun,os Olorunda,kabZQyVo8MM,,kabZQyVo8MM
614,MLdHgMQUM3y,Oyo,Ogo Oluwa,Oyo,oy Ogo Oluwa,yNLdrMwLReu,,yNLdrMwLReu
615,eGalRf62pxe,Osun,Orolu,Osun,os Orolu,xPVXbnfePYE,,xPVXbnfePYE
616,eGalRf62pxe,Osun,Atakunmosa East,Osun,os Atakunmosa East,suKyhw89Qaq,,suKyhw89Qaq
617,eGalRf62pxe,Osun,Ilesha East,Osun,os Ilesha East,dxMNL5PwvQa,,dxMNL5PwvQa
618,eGalRf62pxe,Osun,Ila,Osun,os Ila,k9ilIScUQLb,,k9ilIScUQLb
619,eGalRf62pxe,Osun,Iwo,Osun,os Iwo,VWzOuFbOVsE,,VWzOuFbOVsE
620,eGalRf62pxe,Osun,Osogbo,Osun,os Osogbo,wLldH8OpVNF,,wLldH8OpVNF
621,eGalRf62pxe,Osun,Ede North,Osun,os Ede North,h5AxqPwPdT3,,h5AxqPwPdT3
622,MLdHgMQUM3y,Oyo,Ona-Ara,Oyo,oy Ona Ara,SMv1QuqswmC,,SMv1QuqswmC
623,eGalRf62pxe,Osun,Ejigbo,Osun,os Ejigbo,dzhjTRHGqu0,,dzhjTRHGqu0
624,eGalRf62pxe,Osun,Ife East,Osun,os Ife East,Wf7A67DZQDR,,Wf7A67DZQDR
625,eGalRf62pxe,Osun,Boluwaduro,Osun,os Boluwaduro,ONCf0MkPt7j,,ONCf0MkPt7j
626,eGalRf62pxe,Osun,Ife North,Osun,os Ife North,OqZ11xWhJlB,,OqZ11xWhJlB
627,eGalRf62pxe,Osun,Boripe,Osun,os Boripe,k3vaaxirnVU,,k3vaaxirnVU
628,eGalRf62pxe,Osun,Ifelodun,Osun,os Ifelodun,llqmYXa4TEq,,llqmYXa4TEq
629,eGalRf62pxe,Osun,Ede South,Osun,os Ede South,PWfDHBvn1hw,,PWfDHBvn1hw
630,eGalRf62pxe,Osun,Aiyedire,Osun,os Aiyedire,ndLdNK4zUD7,,ndLdNK4zUD7
631,eGalRf62pxe,Osun,Egbedore,Osun,os Egbedore,cpcIeES6ouI,,cpcIeES6ouI
632,eGalRf62pxe,Osun,Aiyedade,Osun,os Aiyedade,tNxqnAq8Xc0,,tNxqnAq8Xc0
633,eGalRf62pxe,Osun,Ifedayo,Osun,os Ifedayo,CcjiElAynqW,,CcjiElAynqW
634,eGalRf62pxe,Osun,Ife Central,Osun,os Ife Central,tr5rm0vaxGG,,tr5rm0vaxGG
635,eGalRf62pxe,Osun,Ife South,Osun,os Ife South,Am4PwcNA5tQ,,Am4PwcNA5tQ
636,MLdHgMQUM3y,Oyo,Orelope,Oyo,oy Orelope,WZhoAUn8Opk,,WZhoAUn8Opk
637,MLdHgMQUM3y,Oyo,Ori Ire,Oyo,oy Ori Ire,oJiN1pog19z,,oJiN1pog19z
638,MLdHgMQUM3y,Oyo,Atiba,Oyo,oy Atiba,vmUxBIASp0I,,vmUxBIASp0I
639,MLdHgMQUM3y,Oyo,Ibarapa Central,Oyo,oy Ibarapa Central,AZ20YeJChyC,,AZ20YeJChyC
640,MLdHgMQUM3y,Oyo,Oluyole,Oyo,oy Oluyole,rWgqvOVxhQN,,rWgqvOVxhQN
641,MLdHgMQUM3y,Oyo,Oyo East,Oyo,oy Oyo East,RBnV0s4V6wj,,RBnV0s4V6wj
642,MLdHgMQUM3y,Oyo,Oyo West,Oyo,oy Oyo West,YMlSzHMFp3b,,YMlSzHMFp3b
643,MLdHgMQUM3y,Oyo,Kajola,Oyo,oy Kajola,XXgCDEMk4Ha,,XXgCDEMk4Ha
644,MLdHgMQUM3y,Oyo,Saki East,Oyo,oy Saki East,UTmAHL0WmBn,,UTmAHL0WmBn
645,MLdHgMQUM3y,Oyo,Egbeda,Oyo,oy Egbeda,zvDjtdkAuTP,,zvDjtdkAuTP
646,MLdHgMQUM3y,Oyo,Saki west,Oyo,oy Saki West,leA9yz8ggzz,,leA9yz8ggzz
647,MLdHgMQUM3y,Oyo,Irepo,Oyo,oy Irepo,fV2Ogk0TO7p,,fV2Ogk0TO7p
648,MLdHgMQUM3y,Oyo,Surulere,Oyo,oy Surulere,vO4O9o8Y2Be,,vO4O9o8Y2Be
649,MLdHgMQUM3y,Oyo,Akinyele,Oyo,oy Akinyele,vpR6qB6b19O,,vpR6qB6b19O
650,MLdHgMQUM3y,Oyo,Atisbo,Oyo,oy Atisbo,dxrlspj18NY,,dxrlspj18NY
651,MLdHgMQUM3y,Oyo,Olorunsogo,Oyo,oy Olorunsogo,p3M4FdE8RkC,,p3M4FdE8RkC
652,MLdHgMQUM3y,Oyo,Ogbmosho South,Oyo,oy Ogbomoso South,p7y3haZd6OO,,p7y3haZd6OO
653,MLdHgMQUM3y,Oyo,Ogbomosho North,Oyo,oy Ogbomoso North,ELWNSBUCfD3,,ELWNSBUCfD3
654,MLdHgMQUM3y,Oyo,Iwajowa,Oyo,oy Iwajowa,bRYPnMBCWrq,,bRYPnMBCWrq
655,MLdHgMQUM3y,Oyo,Ibadan North,Oyo,oy Ibadan North,iydYKfCH5Cl,,iydYKfCH5Cl
656,MLdHgMQUM3y,Oyo,Ido,Oyo,oy Ido,QiWl2gmww69,,QiWl2gmww69
657,MLdHgMQUM3y,Oyo,Itesiwaju,Oyo,oy Itesiwaju,Kcr5bLQVHEd,,Kcr5bLQVHEd
658,MLdHgMQUM3y,Oyo,Iseyin,Oyo,oy Iseyin,ZA3JkbqwvuA,,ZA3JkbqwvuA
659,MLdHgMQUM3y,Oyo,Ibarapa North,Oyo,oy Ibarapa North,M0ujki7803y,,M0ujki7803y
660,MLdHgMQUM3y,Oyo,Afijio,Oyo,oy Afijio,IlkoZAYAoQs,,IlkoZAYAoQs
661,MLdHgMQUM3y,Oyo,Ibadan South West,Oyo,oy Ibadan South-West,KCu09ZdJTEL,,KCu09ZdJTEL
662,MLdHgMQUM3y,Oyo,Ibadan North West,Oyo,oy Ibadan North-West,iZCbzoOssS4,,iZCbzoOssS4
663,MLdHgMQUM3y,Oyo,Ibarapa East,Oyo,oy Ibarapa East,GOOy2mVNRd1,,GOOy2mVNRd1
664,MLdHgMQUM3y,Oyo,Ibadan South East,Oyo,oy Ibadan South-East,CtGoE7JQAiX,,CtGoE7JQAiX
665,GAfGnvcVZ6k,Plateau,Pankshin,Plateau,pl Pankshin,VsRXIP925Kr,,VsRXIP925Kr
666,GAfGnvcVZ6k,Plateau,Qua?ó?Ç?Öan Pan,Plateau,pl Qua'an Pan,iWTaRRoO3JH,,iWTaRRoO3JH
667,GAfGnvcVZ6k,Plateau,Riyom,Plateau,pl Riyom,FaxOzvxNTmQ,,FaxOzvxNTmQ
668,GAfGnvcVZ6k,Plateau,Jos South,Plateau,pl Jos South,zBpF1qbeHxk,,zBpF1qbeHxk
669,GAfGnvcVZ6k,Plateau,Langtang North,Plateau,pl Langtang North,giwECr4xdr7,,giwECr4xdr7
670,GAfGnvcVZ6k,Plateau,Jos North,Plateau,pl Jos North,Kxb2aLH6aQE,,Kxb2aLH6aQE
671,GAfGnvcVZ6k,Plateau,Shendam,Plateau,pl Shendam,xcD0RUmcq3U,,xcD0RUmcq3U
672,GAfGnvcVZ6k,Plateau,Jos East,Plateau,pl Jos East,txdQuyYCpbb,,txdQuyYCpbb
673,GAfGnvcVZ6k,Plateau,Barkin Ladi,Plateau,pl Barkin Ladi,gevUQQwMYsl,,gevUQQwMYsl
